Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.DBforMariaDB,servers/configurations,Microsoft.DBforMariaDB/servers/configurations/read,List/Get Configurations,Return the list of configurations for a server or gets the properties for the specified configuration.,false
Microsoft.DBforMariaDB,servers/configurations,Microsoft.DBforMariaDB/servers/configurations/write,Update Configuration,Update the value for the specified configuration,false
Microsoft.DBforMariaDB,servers/providers/Microsoft.Insights/diagnosticSettings,Microsoft.DBforMariaDB/servers/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the disagnostic setting for the resource,false
Microsoft.DBforMariaDB,servers/providers/Microsoft.Insights/diagnosticSettings,Microsoft.DBforMariaDB/servers/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource,false
Microsoft.DBforMariaDB,servers/providers/Microsoft.Insights/metricDefinitions,Microsoft.DBforMariaDB/servers/providers/Microsoft.Insights/metricDefinitions/read,Get database metric definitions,Return types of metrics that are available for databases,false
Microsoft.DBforMariaDB,servers/firewallRules,Microsoft.DBforMariaDB/servers/firewallRules/read,List/Get Firewall Rules,Return the list of firewall rules for a server or gets the properties for the specified firewall rule.,false
Microsoft.DBforMariaDB,servers/firewallRules,Microsoft.DBforMariaDB/servers/firewallRules/write,Create/Update Firewall Rule,Creates a firewall rule with the specified parameters or update an existing rule.,false
Microsoft.DBforMariaDB,servers/firewallRules,Microsoft.DBforMariaDB/servers/firewallRules/delete,Delete Firewall Rule,Deletes an existing firewall rule.,false
Microsoft.DBforMariaDB,servers/databases,Microsoft.DBforMariaDB/servers/databases/read,List/Get MySQL Database,Return the list of MariaDB Databases or gets the properties for the specified Database.,false
Microsoft.DBforMariaDB,servers/databases,Microsoft.DBforMariaDB/servers/databases/write,Create/Update MariaDB Database,Creates a MariaDB Database with the specified parameters or update the properties for the specified Database.,false
Microsoft.DBforMariaDB,servers/databases,Microsoft.DBforMariaDB/servers/databases/delete,Delete MariaDB Database,Deletes an existing MariaDB Database.,false
Microsoft.DBforMariaDB,servers/logFiles,Microsoft.DBforMariaDB/servers/logFiles/read,List/Get MySQL LogFiles,Return the list of MariaDB LogFiles.,false
Microsoft.DBforMariaDB,servers/replicas,Microsoft.DBforMariaDB/servers/replicas/read,Get MariaDB read replicas,Get read replicas of a MariaDB server,false
Microsoft.DBforMariaDB,servers/performanceTiers,Microsoft.DBforMariaDB/servers/performanceTiers/read,List Performance Tiers,Returns the list of Performance Tiers available.,false
Microsoft.DBforMariaDB,servers/recoverableServers,Microsoft.DBforMariaDB/servers/recoverableServers/read,Get Recoverable MariaDB Server info,Return the recoverable MariaDB Server info,false
Microsoft.DBforMariaDB,servers/securityAlertPolicies,Microsoft.DBforMariaDB/servers/securityAlertPolicies/read,Get server threat detection policy,Retrieve details of the server threat detection policy configured on a given server,false
Microsoft.DBforMariaDB,servers/securityAlertPolicies,Microsoft.DBforMariaDB/servers/securityAlertPolicies/write,Update server threat detection policy,Change the server threat detection policy for a given server,false
Microsoft.DBforMariaDB,servers/securityAlertPolicies,Microsoft.DBforMariaDB/servers/securityAlertPolicies/read,List server threat detection policies,Retrieve a list of server threat detection policies configured for a given server,false
Microsoft.DBforMariaDB,servers/providers/Microsoft.Insights/logDefinitions,Microsoft.DBforMariaDB/servers/providers/Microsoft.Insights/logDefinitions/read,Read the log definitions,Gets the available logs for MariaDB servers,false
Microsoft.DBforMariaDB,servers/topQueryStatistics,Microsoft.DBforMariaDB/servers/topQueryStatistics/read,List/Get Query Statistic(s) for top queries,Return the list of Query Statistics for the top queries.,false
Microsoft.DBforMariaDB,servers/topQueryStatistics,Microsoft.DBforMariaDB/servers/topQueryStatistics/read,Get a Query Statistic,Return a Query Statistic,false
Microsoft.DBforMariaDB,servers/virtualNetworkRules,Microsoft.DBforMariaDB/servers/virtualNetworkRules/read,List/Get Virtual Network Rule(s),Return the list of virtual network rules or gets the properties for the specified virtual network rule.,false
Microsoft.DBforMariaDB,servers/virtualNetworkRules,Microsoft.DBforMariaDB/servers/virtualNetworkRules/write,Create/Update Virtual Network Rule,Creates a virtual network rule with the specified parameters or update the properties or tags for the specified virtual network rule.,false
Microsoft.DBforMariaDB,servers/virtualNetworkRules,Microsoft.DBforMariaDB/servers/virtualNetworkRules/delete,Delete Virtual Network Rule,Deletes an existing Virtual Network Rule,false
Microsoft.DBforMariaDB,servers/waitStatistics,Microsoft.DBforMariaDB/servers/waitStatistics/read,List Wait Statistics for an instance,Return wait statistics for an instance,false
Microsoft.DBforMariaDB,servers/waitStatistics,Microsoft.DBforMariaDB/servers/waitStatistics/read,Return a wait statistic,Return a wait statistic,false
Microsoft.DBforMariaDB,locations/azureAsyncOperation,Microsoft.DBforMariaDB/locations/azureAsyncOperation/read,Get MariaDB Server Operation Results,Return MariaDB Server Operation Results,false
Microsoft.DBforMariaDB,locations/administratorOperationResults,Microsoft.DBforMariaDB/locations/administratorOperationResults/read,Get MariaDB server operation results,Return MariaDB Server administrator operation results,false
Microsoft.DBforMariaDB,locations/performanceTiers,Microsoft.DBforMariaDB/locations/performanceTiers/read,List Performance Tiers,Returns the list of Performance Tiers available.,false
Microsoft.DBforMariaDB,performanceTiers,Microsoft.DBforMariaDB/performanceTiers/read,List Performance Tiers,Returns the list of Performance Tiers available.,false
Microsoft.DBforMariaDB,locations/securityAlertPoliciesAzureAsyncOperation,Microsoft.DBforMariaDB/locations/securityAlertPoliciesAzureAsyncOperation/read,List/Get Server threat detection operation result.,Return the list of Server threat detection operation result.,false
Microsoft.DBforMariaDB,locations/securityAlertPoliciesOperationResults,Microsoft.DBforMariaDB/locations/securityAlertPoliciesOperationResults/read,List/Get Server threat detection operation result.,Return the list of Server threat detection operation result.,false
Microsoft.Consumption,,Microsoft.Consumption/register/action,Register to Consumption RP,Register to Consumption RP,false
Microsoft.Consumption,aggregatedcost,Microsoft.Consumption/aggregatedcost/read,List AggregatedCost,List AggregatedCost for management group.,false
Microsoft.Consumption,balances,Microsoft.Consumption/balances/read,List utlization summary,List the utilization summary for a billing period for a management group.,false
Microsoft.Consumption,budgets,Microsoft.Consumption/budgets/read,List budgets,List the budgets by a subscription or a management group.,false
Microsoft.Consumption,budgets,Microsoft.Consumption/budgets/write,Create and update budgets,Creates and update the budgets by a subscription or a management group.,false
Microsoft.Consumption,budgets,Microsoft.Consumption/budgets/delete,Delete budgets,Delete the budgets by a subscription or a management group.,false
Microsoft.Consumption,charges,Microsoft.Consumption/charges/read,List charges,List charges,false
Microsoft.Consumption,credits,Microsoft.Consumption/credits/read,List credits,List credits,false
Microsoft.Consumption,events,Microsoft.Consumption/events/read,List events,List events,false
Microsoft.Consumption,forecasts,Microsoft.Consumption/forecasts/read,List forecasts,List forecasts,false
Microsoft.Consumption,lots,Microsoft.Consumption/lots/read,List lots,List lots,false
Microsoft.Consumption,marketplaces,Microsoft.Consumption/marketplaces/read,List Marketplace resource usage,List the marketplace resource usage details for a scope for EA and WebDirect subscriptions.,false
Microsoft.Consumption,operationresults,Microsoft.Consumption/operationresults/read,List operationresults,List operationresults,false
Microsoft.Consumption,operations,Microsoft.Consumption/operations/read,List supported operations,List all supported operations by Microsoft.Consumption resource provider.,false
Microsoft.Consumption,operationstatus,Microsoft.Consumption/operationstatus/read,List operationstatus,List operationstatus,false
Microsoft.Consumption,pricesheets,Microsoft.Consumption/pricesheets/read,List Price sheets,List the Pricesheets data for a subscription or a management group.,false
Microsoft.Consumption,reservationDetails,Microsoft.Consumption/reservationDetails/read,List Reservation Utilization Details,List the utilization details for reserved instances by reservation order or managment groups. The details data is per instance per day level.,false
Microsoft.Consumption,reservationRecommendationDetails,Microsoft.Consumption/reservationRecommendationDetails/read,List Reservation Recommendation Details,List Reservation Recommendation Details,false
Microsoft.Consumption,reservationRecommendations,Microsoft.Consumption/reservationRecommendations/read,List reserved instances recommendations,List single or shared recommendations for Reserved instances for a subscription.,false
Microsoft.Consumption,reservationSummaries,Microsoft.Consumption/reservationSummaries/read,List Reservation Utilization Summaries,List the utilization summary for reserved instances by reservation order or managment groups. The summary data is either at monthly or daily level.,false
Microsoft.Consumption,reservationTransactions,Microsoft.Consumption/reservationTransactions/read,List Reservation Transactions history,List the transaction history for reserved instances by management groups.,false
Microsoft.Consumption,tags,Microsoft.Consumption/tags/read,List tags,List tags for EA and subscriptions.,false
Microsoft.Consumption,terms,Microsoft.Consumption/terms/read,List Terms,List the terms for a subscription or a management group.,false
Microsoft.Consumption,usageDetails,Microsoft.Consumption/usageDetails/read,List Usage Details,List the usage details for a scope for EA and WebDirect subscriptions.,false
Microsoft.Consumption,externalBillingAccounts/tags,Microsoft.Consumption/externalBillingAccounts/tags/read,List tags,List tags for EA and subscriptions.,false
Microsoft.Consumption,externalSubscriptions/tags,Microsoft.Consumption/externalSubscriptions/tags/read,List tags,List tags for EA and subscriptions.,false
Microsoft.Consumption,tenants,Microsoft.Consumption/tenants/register/action,register tenants,Register action for scope of Microsoft.Consumption by a tenant.,false
Microsoft.Consumption,tenants,Microsoft.Consumption/tenants/read,List tenants,List tenants,false
Microsoft.CostManagement,,Microsoft.CostManagement/query/action,Query usage data,Query usage data by a scope.,false
Microsoft.CostManagement,,Microsoft.CostManagement/reports/action,Schedule reports,Schedule reports on usage data by a scope.,false
Microsoft.CostManagement,,Microsoft.CostManagement/exports/action,Run export,Run the specified export.,false
Microsoft.CostManagement,,Microsoft.CostManagement/register/action,Register Subscriptions,Register action for scope of Microsoft.CostManagement by a subscription.,false
Microsoft.CostManagement,,Microsoft.CostManagement/views/action,Create views,Create view.,false
Microsoft.CostManagement,,Microsoft.CostManagement/forecast/action,Forecast usage data,Forecast usage data by a scope.,false
Microsoft.CostManagement,alerts,Microsoft.CostManagement/alerts/write,Update Alerts,Update alerts.,false
